name,genre,director,star_1,star_2,star_3,star_4,description
Xi you: Xiang mo pian,"Action, Adventure, Comedy",Stephen Chow,Chi-Kin Kwok,Zhang Wen,Shu Qi,Bo Huang,"$205,637,183"
The Ugly Truth,"Comedy, Romance",Robert Luketic,Katherine Heigl,Gerard Butler,Bree Turner,Eric Winter,"$205,599,393"
JFK,"Drama, History, Thriller",Oliver Stone,Kevin Costner,Gary Oldman,Jack Lemmon,Walter Matthau,"$205,405,498"
Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,"Action, Comedy, Crime",Cathy Yan,Margot Robbie,Rosie Perez,Mary Elizabeth Winstead,Jurnee Smollett,"$205,372,791"
White House Down,"Action, Drama, Thriller",Roland Emmerich,Channing Tatum,Jamie Foxx,Maggie Gyllenhaal,Jason Clarke,"$205,366,737"
A Dog's Purpose,"Adventure, Comedy, Drama",Lasse Hallström,Josh Gad,Dennis Quaid,Peggy Lipton,Bryce Gheisar,"$205,035,819"
Gake no ue no Ponyo,"Animation, Adventure, Comedy",Hayao Miyazaki,Cate Blanchett,Matt Damon,Liam Neeson,Tomoko Yamaguchi,"$204,826,668"
Fun with Dick and Jane,"Comedy, Crime",Dean Parisot,Jim Carrey,Téa Leoni,Alec Baldwin,Richard Jenkins,"$204,681,899"
Eat Pray Love,"Biography, Drama, Romance",Ryan Murphy,Julia Roberts,Javier Bardem,Richard Jenkins,Viola Davis,"$204,594,016"
The Addams Family,"Animation, Comedy, Family",Greg Tiernan,Conrad Vernon,Oscar Isaac,Charlize Theron,Chloë Grace Moretz,"$204,394,183"
Ghostbusters: Afterlife,"Adventure, Comedy, Fantasy",Jason Reitman,Carrie Coon,Paul Rudd,Finn Wolfhard,Mckenna Grace,"$204,334,455"
You Don't Mess with the Zohan,"Action, Comedy",Dennis Dugan,Adam Sandler,John Turturro,Emmanuelle Chriqui,Nick Swardson,"$204,313,400"
Hairspray,"Comedy, Drama, Musical",Adam Shankman,John Travolta,Queen Latifah,Nikki Blonsky,Michelle Pfeiffer,"$203,627,753"
King Arthur,"Action, Adventure, Drama",Antoine Fuqua,Clive Owen,Stephen Dillane,Keira Knightley,Ioan Gruffudd,"$203,567,857"
Yogi Bear,"Animation, Adventure, Comedy",Eric Brevig,Dan Aykroyd,Justin Timberlake,Anna Faris,Tom Cavanagh,"$203,509,374"
Everest,"Action, Adventure, Biography",Baltasar Kormákur,Jason Clarke,Ang Phula Sherpa,Thomas M. Wright,Martin Henderson,"$203,427,584"
Vanilla Sky,"Fantasy, Mystery, Romance",Cameron Crowe,Tom Cruise,Penélope Cruz,Cameron Diaz,Kurt Russell,"$203,388,341"
Arrival,"Drama, Mystery, Sci-Fi",Denis Villeneuve,Amy Adams,Jeremy Renner,Forest Whitaker,Michael Stuhlbarg,"$203,388,186"
Need for Speed,"Action, Thriller",Scott Waugh,Aaron Paul,Dominic Cooper,Imogen Poots,Kid Cudi,"$203,277,636"
Garfield,"Animation, Adventure, Comedy",Peter Hewitt,Breckin Meyer,Jennifer Love Hewitt,Stephen Tobolowsky,Bill Murray,"$203,172,417"
Patch Adams,"Biography, Comedy, Drama",Tom Shadyac,Robin Williams,Daniel London,Monica Potter,Philip Seymour Hoffman,"$202,292,902"
Teenage Mutant Ninja Turtles,"Action, Adventure, Comedy",Steve Barron,Judith Hoag,Elias Koteas,Josh Pais,David Forman,"$202,084,756"
Kindergarten Cop,"Action, Comedy, Crime",Ivan Reitman,Arnold Schwarzenegger,Penelope Ann Miller,Pamela Reed,Linda Hunt,"$201,957,688"
Straight Outta Compton,"Biography, Drama, History",F. Gary Gray,O'Shea Jackson Jr.,Corey Hawkins,Jason Mitchell,Neil Brown Jr.,"$201,634,991"
21 Jump Street,"Action, Comedy, Crime",Phil Lord,Christopher Miller,Jonah Hill,Channing Tatum,Ice Cube,"$201,585,328"
Valkyrie,"Drama, History, Thriller",Bryan Singer,Tom Cruise,Bill Nighy,Carice van Houten,Kenneth Branagh,"$201,545,517"
Open Season,"Animation, Adventure, Comedy",Roger Allers,Jill Culton,Anthony Stacchi,Ashton Kutcher,Martin Lawrence,"$200,811,689"
Cats & Dogs,"Action, Adventure, Comedy",Lawrence Guterman,Alec Baldwin,Tobey Maguire,Jeff Goldblum,Elizabeth Perkins,"$200,687,492"
The Hunt for Red October,"Action, Adventure, Thriller",John McTiernan,Sean Connery,Alec Baldwin,Scott Glenn,Sam Neill,"$200,512,643"
Percy Jackson: Sea of Monsters,"Adventure, Family, Fantasy",Thor Freudenthal,Logan Lerman,Alexandra Daddario,Brandon T. Jackson,Nathan Fillion,"$199,850,315"
Two Weeks Notice,"Comedy, Romance",Marc Lawrence,Sandra Bullock,Hugh Grant,Alicia Witt,Dana Ivey,"$199,043,471"
RED,"Action, Comedy, Crime",Robert Schwentke,Bruce Willis,Helen Mirren,Morgan Freeman,Mary-Louise Parker,"$199,006,387"
Chak daan juen ga 2,"Action, Crime, Thriller",Herman Yau,Andy Lau,Ching Wan Lau,Ni Ni,Kwan-Ho Tse,"$198,921,659"
City of Angels,"Drama, Fantasy, Romance",Brad Silberling,Nicolas Cage,Meg Ryan,Andre Braugher,Dennis Franz,"$198,685,114"
The Pacifier,"Action, Comedy, Drama",Adam Shankman,Vin Diesel,Brittany Snow,Max Thieriot,Brad Garrett,"$198,636,868"
50 First Dates,"Comedy, Drama, Romance",Peter Segal,Adam Sandler,Drew Barrymore,Rob Schneider,Sean Astin,"$198,520,934"
Total Recall,"Action, Adventure, Sci-Fi",Len Wiseman,Colin Farrell,Bokeem Woodbine,Bryan Cranston,Kate Beckinsale,"$198,467,168"
Yi chu hao xi,"Comedy, Drama",Bo Huang,Bo Huang,Shu Qi,Baoqiang Wang,Yixing Zhang,"$198,326,350"
Lo imposible,"Adventure, Drama, History",J.A. Bayona,Naomi Watts,Ewan McGregor,Tom Holland,Oaklee Pendergast,"$198,087,212"
Ren zai jiong tu: Tai jiong,"Adventure, Comedy, Drama",Zheng Xu,Zheng Xu,Baoqiang Wang,Bo Huang,Hong Tao,"$197,757,387"
Christopher Robin,"Adventure, Comedy, Drama",Marc Forster,Ewan McGregor,Hayley Atwell,Bronte Carmichael,Mark Gatiss,"$197,744,377"
Jack the Giant Slayer,"Action, Adventure, Fantasy",Bryan Singer,Nicholas Hoult,Stanley Tucci,Ewan McGregor,Bill Nighy,"$197,687,603"
Smurfs: The Lost Village,"Animation, Adventure, Comedy",Kelly Asbury,Demi Lovato,Rainn Wilson,Joe Manganiello,Jack McBrayer,"$197,183,546"
Zhong guo yi sheng,Drama,Andrew Lau,Hanyu Zhang,Quan Yuan,Yawen Zhu,Chen Li,"$197,143,218"
Spy Kids 3: Game Over,"Action, Adventure, Comedy",Robert Rodriguez,Daryl Sabara,Alexa PenaVega,Antonio Banderas,Carla Gugino,"$197,101,678"
Panic Room,"Crime, Drama, Thriller",David Fincher,Jodie Foster,Kristen Stewart,Forest Whitaker,Dwight Yoakam,"$197,079,546"
The Other Woman,"Comedy, Romance",Nick Cassavetes,Cameron Diaz,Leslie Mann,Kate Upton,Nikolaj Coster-Waldau,"$196,710,396"
Stargate,"Action, Adventure, Sci-Fi",Roland Emmerich,Kurt Russell,James Spader,Jaye Davidson,Viveca Lindfors,"$196,567,262"
Beowulf,"Animation, Action, Adventure",Robert Zemeckis,Ray Winstone,Crispin Glover,Angelina Jolie,Robin Wright,"$196,393,745"
The Vow,"Drama, Romance",Michael Sucsy,Rachel McAdams,Channing Tatum,Sam Neill,Jessica Lange,"$196,114,570"
Anger Management,Comedy,Peter Segal,Jack Nicholson,Adam Sandler,Marisa Tomei,Luis Guzmán,"$195,745,823"
Tropic Thunder,"Action, Comedy, War",Ben Stiller,Ben Stiller,Jack Black,Robert Downey Jr.,Jeff Kahn,"$195,702,963"
The Shape of Water,"Drama, Fantasy, Romance",Guillermo del Toro,Sally Hawkins,Octavia Spencer,Michael Shannon,Doug Jones,"$195,333,312"
Rocketman,"Biography, Drama, Musical",Dexter Fletcher,Taron Egerton,Jamie Bell,Richard Madden,Bryce Dallas Howard,"$195,320,400"
The Pelican Brief,"Crime, Drama, Mystery",Alan J. Pakula,Julia Roberts,Denzel Washington,Sam Shepard,John Heard,"$195,268,056"
The BFG,"Adventure, Family, Fantasy",Steven Spielberg,Mark Rylance,Ruby Barnhill,Penelope Wilton,Jemaine Clement,"$195,243,411"
Downton Abbey,"Drama, Romance",Michael Engler,Stephen Campbell Moore,Michael Fox,Lesley Nicol,Sophie McShera,"$194,694,725"
The Intern,"Comedy, Drama",Nancy Meyers,Robert De Niro,Anne Hathaway,Rene Russo,Anders Holm,"$194,564,672"
The Curse of the Were-Rabbit,"Animation, Adventure, Comedy",Steve Box,Nick Park,Peter Sallis,Helena Bonham Carter,Ralph Fiennes,"$194,137,091"
Gnomeo & Juliet,"Animation, Adventure, Comedy",Kelly Asbury,James McAvoy,Emily Blunt,Maggie Smith,Ashley Jensen,"$193,967,670"
The Sum of All Fears,"Action, Drama, Thriller",Phil Alden Robinson,Ben Affleck,Morgan Freeman,Ian Mongrain,Russell Bobbitt,"$193,921,372"
Gangs of New York,"Crime, Drama",Martin Scorsese,Leonardo DiCaprio,Cameron Diaz,Daniel Day-Lewis,Jim Broadbent,"$193,772,504"
The Post,"Biography, Drama, History",Steven Spielberg,Meryl Streep,Tom Hanks,Sarah Paulson,Bob Odenkirk,"$193,764,664"
Xi you ji zhi: Sun Wukong san da Baigu Jing,"Action, Adventure, Fantasy",Soi Cheang,Aaron Kwok,Gong Li,Shaofeng Feng,Shenyang Xiao,"$193,678,298"
Paranormal Activity,"Horror, Mystery",Oren Peli,Katie Featherston,Micah Sloat,Mark Fredrichs,Amber Armstrong,"$193,355,800"
Tenki no ko,"Animation, Drama, Fantasy",Makoto Shinkai,Kotarô Daigo,Nana Mori,Tsubasa Honda,Sakura Kiryu,"$193,337,225"
The Lego Movie 2: The Second Part,"Animation, Action, Adventure",Mike Mitchell,Chris Pratt,Elizabeth Banks,Will Arnett,Tiffany Haddish,"$192,456,290"
The Equalizer,"Action, Crime, Thriller",Antoine Fuqua,Denzel Washington,Marton Csokas,Chloë Grace Moretz,David Harbour,"$192,330,738"
Wu sha,"Crime, Drama, Thriller",Sam Quah,Yang Xiao,Zhuo Tan,Joan Chen,Philip Keung,"$191,602,146"
The Addams Family,"Comedy, Fantasy",Barry Sonnenfeld,Anjelica Huston,Raul Julia,Christopher Lloyd,Dan Hedaya,"$191,502,426"
The Longest Yard,"Comedy, Crime, Sport",Peter Segal,Adam Sandler,Burt Reynolds,Chris Rock,Nelly,"$191,466,556"
The Lost City,"Action, Adventure, Comedy",Aaron Nee,Adam Nee,Sandra Bullock,Channing Tatum,Daniel Radcliffe,"$190,844,029"
The Santa Clause,"Comedy, Drama, Family",John Pasquin,Tim Allen,Judge Reinhold,Wendy Crewson,Eric Lloyd,"$190,539,357"
Cheaper by the Dozen,"Comedy, Family",Shawn Levy,Steve Martin,Bonnie Hunt,Hilary Duff,Piper Perabo,"$190,538,630"
The Equalizer 2,"Action, Crime, Thriller",Antoine Fuqua,Denzel Washington,Pedro Pascal,Ashton Sanders,Orson Bean,"$190,400,157"
Abominable,"Animation, Adventure, Comedy",Jill Culton,Todd Wilderman,Chloe Bennet,Albert Tsai,Tenzing Norgay Trainor,"$190,304,772"
Hollow Man,"Action, Horror, Sci-Fi",Paul Verhoeven,Kevin Bacon,Elisabeth Shue,Josh Brolin,Kim Dickens,"$190,213,455"
Outbreak,"Action, Drama, Thriller",Wolfgang Petersen,Dustin Hoffman,Rene Russo,Morgan Freeman,Kevin Spacey,"$189,859,560"
So duk 2: Tin dei duei kuet,"Action, Crime",Herman Yau,Andy Lau,Louis Koo,Kiu-Wai Miu,Karena Kar-Yan Lam,"$189,396,380"
The X Files,"Drama, Mystery, Sci-Fi",Rob Bowman,David Duchovny,Gillian Anderson,John Neville,William B. Davis,"$189,176,423"
Xin hua lu fang,"Comedy, Drama, Romance",Hao Ning,Bo Huang,Zheng Xu,Quan Yuan,Dongyu Zhou,"$189,017,596"
Rambo III,"Action, Adventure, Thriller",Peter MacDonald,Sylvester Stallone,Richard Crenna,Marc de Jonge,Kurtwood Smith,"$189,015,611"
The Secret Life of Walter Mitty,"Adventure, Comedy, Drama",Ben Stiller,Ben Stiller,Kristen Wiig,Jon Daly,Kathryn Hahn,"$188,133,322"
Mou seung,"Action, Crime, Mystery",Felix Chong,Chow Yun-Fat,Aaron Kwok,Jingchu Zhang,Catherine Chau,"$188,116,796"
Jaws 2,"Adventure, Horror, Thriller",Jeannot Szwarc,Roy Scheider,Lorraine Gary,Murray Hamilton,Joseph Mascolo,"$187,884,007"
12 Years a Slave,"Biography, Drama, History",Steve McQueen,Chiwetel Ejiofor,Michael Kenneth Williams,Michael Fassbender,Brad Pitt,"$187,733,202"
Heat,"Action, Crime, Drama",Michael Mann,Al Pacino,Robert De Niro,Val Kilmer,Jon Voight,"$187,436,818"
Mr. Popper's Penguins,"Comedy, Family, Fantasy",Mark Waters,Jim Carrey,Carla Gugino,Angela Lansbury,Ophelia Lovibond,"$187,361,754"
The Grudge,"Horror, Mystery, Thriller",Takashi Shimizu,Sarah Michelle Gellar,Jason Behr,Clea DuVall,William Mapother,"$187,281,115"
I Now Pronounce You Chuck & Larry,"Comedy, Romance",Dennis Dugan,Adam Sandler,Kevin James,Jessica Biel,Dan Aykroyd,"$187,134,117"
The Horse Whisperer,"Drama, Romance, Western",Robert Redford,Robert Redford,Kristin Scott Thomas,Sam Neill,Dianne Wiest,"$186,883,563"
Walk the Line,"Biography, Drama, Music",James Mangold,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Robert Patrick,"$186,797,986"
Jian bing xia,Comedy,Chengpeng Dong,Chengpeng Dong,Shanshan Yuan,Yan Liu,Sandra Kwan Yue Ng,"$186,699,768"
The Jungle Book 2,"Animation, Adventure, Comedy",Steve Trenbirth,John Goodman,Haley Joel Osment,Tony Jay,Mae Whitman,"$186,303,759"
The Final Destination,"Horror, Thriller",David R. Ellis,Nick Zano,Krista Allen,Andrew Fiscella,Bobby Campo,"$186,167,139"
Atlantis: The Lost Empire,"Animation, Action, Adventure",Gary Trousdale,Kirk Wise,Michael J. Fox,Jim Varney,Corey Burton,"$186,053,725"
Inside Man,"Crime, Drama, Mystery",Spike Lee,Denzel Washington,Clive Owen,Jodie Foster,Christopher Plummer,"$186,003,591"
The Waterboy,"Comedy, Sport",Frank Coraci,Adam Sandler,Kathy Bates,Henry Winkler,Fairuza Balk,"$185,991,646"
Hugo,"Adventure, Drama, Family",Martin Scorsese,Asa Butterfield,Chloë Grace Moretz,Christopher Lee,Ben Kingsley,"$185,770,310"
Pitch Perfect 3,"Comedy, Music",Trish Sie,Anna Kendrick,Rebel Wilson,Brittany Snow,Anna Camp,"$185,400,345"
Watchmen,"Action, Drama, Mystery",Zack Snyder,Jackie Earle Haley,Patrick Wilson,Carla Gugino,Malin Akerman,"$185,382,813"
The Birdcage,Comedy,Mike Nichols,Robin Williams,Nathan Lane,Gene Hackman,Dianne Wiest,"$185,260,553"
Moulin Rouge!,"Drama, Musical, Romance",Baz Luhrmann,Nicole Kidman,Ewan McGregor,John Leguizamo,Jim Broadbent,"$184,935,320"
Snow White and the Seven Dwarfs,"Animation, Adventure, Family",William Cottrell,David Hand,Wilfred Jackson,Larry Morey,Perce Pearce,"$184,925,486"
Hop,"Animation, Adventure, Comedy",Tim Hill,Russell Brand,James Marsden,Elizabeth Perkins,Kaley Cuoco,"$184,367,145"
Bad Moms,Comedy,Jon Lucas,Scott Moore,Mila Kunis,Kathryn Hahn,Kristen Bell,"$183,936,074"
Jupiter Ascending,"Action, Adventure, Sci-Fi",Lana Wachowski,Lilly Wachowski,Channing Tatum,Mila Kunis,Eddie Redmayne,"$183,887,723"
Knowing,"Action, Mystery, Sci-Fi",Alex Proyas,Nicolas Cage,Chandler Canterbury,Rose Byrne,Lara Robinson,"$183,658,498"
102 Dalmatians,"Adventure, Comedy, Family",Kevin Lima,Glenn Close,Gérard Depardieu,Ioan Gruffudd,Alice Evans,"$183,611,771"
Storks,"Animation, Adventure, Comedy",Nicholas Stoller,Doug Sweetland,Andy Samberg,Katie Crown,Kelsey Grammer,"$183,510,278"
Stand by Me Doraemon,"Animation, Comedy, Drama",Tony Oliver,Ryuichi Yagi,Takashi Yamazaki,Wasabi Mizuta,Megumi Ohara,"$183,442,714"
The Hitman's Bodyguard,"Action, Comedy, Crime",Patrick Hughes,Ryan Reynolds,Samuel L. Jackson,Gary Oldman,Elodie Yung,"$183,428,689"
Paul Blart: Mall Cop,"Action, Comedy, Crime",Steve Carr,Kevin James,Keir O'Donnell,Jayma Mays,Raini Rodriguez,"$183,348,429"
Wayne's World,"Comedy, Music",Penelope Spheeris,Mike Myers,Dana Carvey,Rob Lowe,Tia Carrere,"$183,097,323"
Maverick,"Action, Adventure, Comedy",Richard Donner,Mel Gibson,Jodie Foster,James Garner,Graham Greene,"$183,031,272"
Mirror Mirror,"Adventure, Comedy, Drama",Tarsem Singh,Lily Collins,Julia Roberts,Armie Hammer,Nathan Lane,"$183,018,522"
The Man in the Iron Mask,"Action, Adventure, Drama",Randall Wallace,Leonardo DiCaprio,Jeremy Irons,John Malkovich,Gérard Depardieu,"$182,968,902"
Cape Fear,"Crime, Thriller",Martin Scorsese,Robert De Niro,Nick Nolte,Jessica Lange,Juliette Lewis,"$182,291,969"
The Haunted Mansion,"Comedy, Family, Fantasy",Rob Minkoff,Eddie Murphy,Marsha Thomason,Jennifer Tilly,Terence Stamp,"$182,290,266"
Xi you ji: Da nao tian gong,"Action, Adventure, Family",Soi Cheang,Donnie Yen,Chow Yun-Fat,Aaron Kwok,Yitian Hai,"$182,206,924"
While You Were Sleeping,"Comedy, Drama, Romance",Jon Turteltaub,Sandra Bullock,Bill Pullman,Peter Gallagher,Peter Boyle,"$182,057,016"
The Bridges of Madison County,"Drama, Romance",Clint Eastwood,Clint Eastwood,Meryl Streep,Annie Corley,Victor Slezak,"$182,016,617"
Du cheng feng yun III,"Comedy, Drama",Andrew Lau,Jing Wong,Chow Yun-Fat,Andy Lau,Jacky Cheung,"$181,732,879"
Poseidon,"Action, Adventure, Thriller",Wolfgang Petersen,Richard Dreyfuss,Kurt Russell,Emmy Rossum,Josh Lucas,"$181,674,817"
The First Wives Club,Comedy,Hugh Wilson,Goldie Hawn,Bette Midler,Diane Keaton,Maggie Smith,"$181,489,203"
Xuan ya zhi shang,"Crime, Drama, Thriller",Yimou Zhang,Hewei Yu,Yi Zhang,Hailu Qin,Haocun Liu,"$181,325,565"
Scooby-Doo 2: Monsters Unleashed,"Adventure, Comedy, Family",Raja Gosnell,Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard,Linda Cardellini,"$181,239,132"
Hot Shots!,"Action, Comedy",Jim Abrahams,Charlie Sheen,Cary Elwes,Valeria Golino,Lloyd Bridges,"$181,096,164"
Road to Perdition,"Crime, Drama, Thriller",Sam Mendes,Tom Hanks,Tyler Hoechlin,Rob Maxey,Liam Aiken,"$181,001,478"
Kill Bill: Vol. 1,"Action, Crime, Drama",Quentin Tarantino,Uma Thurman,David Carradine,Daryl Hannah,Michael Madsen,"$180,906,076"
The Scorpion King,"Action, Adventure, Fantasy",Chuck Russell,Dwayne Johnson,Steven Brand,Michael Clarke Duncan,Kelly Hu,"$180,630,907"
Sweet Home Alabama,"Comedy, Romance",Andy Tennant,Reese Witherspoon,Patrick Dempsey,Josh Lucas,Candice Bergen,"$180,622,424"
Daddy's Home 2,Comedy,Sean Anders,Will Ferrell,Mark Wahlberg,Mel Gibson,John Lithgow,"$180,613,824"
Hacksaw Ridge,"Biography, Drama, History",Mel Gibson,Andrew Garfield,Sam Worthington,Luke Bracey,Teresa Palmer,"$180,563,636"
Deja Vu,"Action, Crime, Sci-Fi",Tony Scott,Denzel Washington,Paula Patton,Jim Caviezel,Val Kilmer,"$180,557,550"
Dangerous Minds,"Biography, Drama",John N. Smith,Michelle Pfeiffer,George Dzundza,Courtney B. Vance,Robin Bartlett,"$179,519,401"
One Piece Film Red,"Animation, Action, Adventure",Gorô Taniguchi,Mayumi Tanaka,Kazuya Nakai,Akemi Okamura,Kappei Yamaguchi,"$179,444,905"
The Dictator,Comedy,Larry Charles,Sacha Baron Cohen,Anna Faris,John C. Reilly,Ben Kingsley,"$179,379,533"
The League of Extraordinary Gentlemen,"Action, Adventure, Fantasy",Stephen Norrington,Sean Connery,Stuart Townsend,Peta Wilson,Jason Flemyng,"$179,265,204"
Allegiant,"Action, Adventure, Mystery",Robert Schwentke,Shailene Woodley,Theo James,Jeff Daniels,Naomi Watts,"$179,246,868"
Daredevil,"Action, Crime",Mark Steven Johnson,Ben Affleck,Jennifer Garner,Colin Farrell,Michael Clarke Duncan,"$179,179,718"
City Slickers,"Comedy, Western",Ron Underwood,Billy Crystal,Jack Palance,Daniel Stern,Bruno Kirby,"$179,033,791"
He's Just Not That Into You,"Comedy, Drama, Romance",Ken Kwapis,Ginnifer Goodwin,Jennifer Aniston,Jennifer Connelly,Morgan Lily,"$178,866,158"
Eagle Eye,"Action, Mystery, Thriller",D.J. Caruso,Shia LaBeouf,Michelle Monaghan,Rosario Dawson,Michael Chiklis,"$178,767,383"
Along Came Polly,"Comedy, Romance",John Hamburg,Ben Stiller,Jennifer Aniston,Debra Messing,Philip Seymour Hoffman,"$178,311,729"
Flushed Away,"Animation, Action, Adventure",David Bowers,Sam Fell,Hugh Jackman,Kate Winslet,Ian McKellen,"$178,281,554"
Scary Movie 4,Comedy,David Zucker,Anna Faris,Regina Hall,Craig Bierko,Bill Pullman,"$178,262,620"
Dante's Peak,"Action, Adventure, Thriller",Roger Donaldson,Pierce Brosnan,Linda Hamilton,Jamie Renée Smith,Jeremy Foley,"$178,127,760"
Brokeback Mountain,"Drama, Romance",Ang Lee,Jake Gyllenhaal,Heath Ledger,Michelle Williams,Randy Quaid,"$178,062,759"
Patriot Games,"Action, Thriller",Phillip Noyce,Harrison Ford,Sean Bean,Anne Archer,Patrick Bergin,"$178,051,587"
Flubber,"Comedy, Family, Sci-Fi",Les Mayfield,Robin Williams,Marcia Gay Harden,Christopher McDonald,Ted Levine,"$177,977,226"
Baywatch,"Action, Comedy, Crime",Seth Gordon,Dwayne Johnson,Zac Efron,Alexandra Daddario,Priyanka Chopra Jonas,"$177,856,751"
Double Jeopardy,"Crime, Drama, Mystery",Bruce Beresford,Ashley Judd,Tommy Lee Jones,Bruce Greenwood,Benjamin Weir,"$177,841,558"
War Horse,"Action, Adventure, Drama",Steven Spielberg,Jeremy Irvine,Emily Watson,David Thewlis,Benedict Cumberbatch,"$177,584,879"
Paranormal Activity 2,"Horror, Mystery",Tod Williams,Katie Featherston,Micah Sloat,Molly Ephraim,David Bierend,"$177,512,032"
How to Lose a Guy in 10 Days,"Comedy, Romance",Donald Petrie,Kate Hudson,Matthew McConaughey,Adam Goldberg,Kathryn Hahn,"$177,502,387"
AVP: Alien vs. Predator,"Action, Adventure, Horror",Paul W.S. Anderson,Sanaa Lathan,Lance Henriksen,Raoul Bova,Ewen Bremner,"$177,427,090"
Ying xiong,"Action, Adventure, Drama",Yimou Zhang,Jet Li,Tony Chiu-Wai Leung,Maggie Cheung,Ziyi Zhang,"$177,395,557"
The 40 Year Old Virgin,"Comedy, Romance",Judd Apatow,Steve Carell,Catherine Keener,Paul Rudd,Romany Malco,"$177,378,645"
